,Open,High,Low,Close,Volume
2021-06-17 08:52:47.134263,212.23239315994064,215.26180153240486,207.83559960425998,211.63631391706946,4246508
2021-06-18 08:52:47.134263,211.92320918782943,216.12250330971733,209.6812026487802,213.13364553491843,2175667
2021-06-21 08:52:47.134263,211.48663604871072,214.0499359416155,208.52141808158095,210.98201788792207,2785305
2021-06-22 08:52:47.134263,213.89393048297208,215.65059058158513,210.1388688630986,213.25331287195425,3908074
2021-06-23 08:52:47.134263,212.28622105482387,217.82324856740382,212.21419066700864,213.77398170846945,3771680
2021-06-24 08:52:47.134263,216.10957944743458,220.1862000300502,215.2273951760798,218.02229062908728,4949473
2021-06-25 08:52:47.134263,216.2777053967628,216.70679646210243,213.06480345713746,215.07003730099427,1900644
2021-06-28 08:52:47.134263,213.5962983240357,214.46520141759203,212.95612012642587,213.76816611782664,3649271
2021-06-29 08:52:47.134263,210.32350450307527,215.53528087265744,209.22048716196193,212.19864538458737,3438727
2021-06-30 08:52:47.134263,208.13340280030056,209.12091119198382,203.7999506101551,206.09362691740506,4660393
2021-07-05 08:52:47.134263,210.7486969280205,212.23200582915493,208.64214400739112,208.72953538114288,3273074
2021-07-06 08:52:47.134263,206.7703426062119,207.90206048822196,206.54189687316796,207.8545948817177,2098663
2021-07-08 08:52:47.134263,198.95763540020675,204.36595719107126,197.40229579773654,200.47569776931192,2335106
2021-07-09 08:52:47.134263,198.4180580204701,200.94547561726196,196.40459536995502,199.20181698146905,3317253
2021-07-13 08:52:47.134263,196.32221172658112,198.3276303691195,192.92779374579763,195.57058958875538,3277219
2021-07-15 08:52:47.134263,204.82695692065454,207.0264175081598,201.6909265103946,204.78836607607943,3074991
2021-07-16 08:52:47.134263,207.64826534409193,209.58235140147718,203.73813454106542,205.60579035997682,1204662
2021-07-20 08:52:47.134263,207.03919585516044,208.64863777340602,202.70157801532196,206.5631939518338,2968006
2021-07-21 08:52:47.134263,197.96942406610495,201.595229264227,197.74233347033493,198.73952533490947,2240941
2021-07-22 08:52:47.134263,199.22595308059516,202.16221933658133,198.25476954901677,198.7335079971456,1727054
2021-07-23 08:52:47.134263,199.17993408140757,199.78596640066834,196.74494348029395,199.07226996932386,3016531
2021-07-26 08:52:47.134263,208.67012956667614,212.322749754243,204.92771066183755,208.97907008063808,2291239
2021-07-27 08:52:47.134263,206.7412616164851,210.58192316063966,206.7056475157375,208.27957130488295,2032430
2021-07-28 08:52:47.134263,211.26078698534104,211.30250307651883,209.3797265776003,209.63983411432284,2855941
2021-07-29 08:52:47.134263,209.38861277555728,210.1512617060189,208.1767529661181,209.59911463852356,1533137
2021-07-30 08:52:47.134263,203.5539808251022,208.3491716857141,202.73249156076156,204.804836556192,4710982
2021-08-02 08:52:47.134263,209.03402977552827,210.24760441885581,208.90960824778742,209.5883517692588,4470808
2021-08-03 08:52:47.134263,212.4795328607533,214.16381044100527,210.043597737757,212.84507404437707,3830482
2021-08-05 08:52:47.134263,213.48547502031502,216.19602976939888,210.57282190097925,212.4926482524083,4103509
2021-08-06 08:52:47.134263,219.73775272780767,221.50109105645427,217.00997066872117,218.56056413821898,4231829
2021-08-10 08:52:47.134263,214.78218699895274,216.2206926722939,214.64750674336915,215.14296454689293,1455863
2021-08-11 08:52:47.134263,224.59192803248254,227.4836396143703,220.70675504509595,224.67575837006996,3575631
2021-08-13 08:52:47.134263,216.90476412726412,221.5820834484311,216.2636040524634,217.9517467412279,3309413
2021-08-16 08:52:47.134263,219.6325474482575,222.4546181700021,215.61232446886726,218.49510639631848,3585629
2021-08-17 08:52:47.134263,214.83359483475647,216.45683014891205,214.49105671141174,216.40421461723514,2833453
2021-08-18 08:52:47.134263,209.94917671398196,212.62921594457302,207.08101389564902,209.80101468583308,3114829
2021-08-20 08:52:47.134263,203.82448258857872,208.09237822284922,202.4830936964972,205.83291464759995,3555852
2021-08-23 08:52:47.134263,206.8094402866133,209.08134249425885,203.97510757549688,207.88544931197737,1325788
2021-08-25 08:52:47.134263,211.86773694276724,212.08432145464843,206.57708930277644,210.59767663910677,2170620
2021-08-26 08:52:47.134263,209.31030922376695,209.9811191541138,206.77579580555937,207.40394900570746,3181711
2021-08-27 08:52:47.134263,206.12163132280546,207.54914745670754,204.20312008942741,206.17171437453385,1533665
2021-08-30 08:52:47.134263,207.99307058648435,212.70118858147825,207.1061587121517,209.62928501928724,3766573
2021-08-31 08:52:47.134263,204.769820431583,206.22870796474152,202.19343637731504,204.5735955296008,4180046
2021-09-01 08:52:47.134263,205.4189219035611,205.8876055448081,203.9556650080272,205.6065282605835,1653417
2021-09-02 08:52:47.134263,212.53824186573328,214.39326386697886,209.6571858087449,211.08447319769354,1417252
2021-09-06 08:52:47.134263,205.2124465581363,207.03732003072662,203.65253246861434,205.2607192115767,4508510
2021-09-08 08:52:47.134263,209.02575265368245,211.15600524113964,206.6804470448077,209.76127668185453,2869043
2021-09-10 08:52:47.134263,199.2782428482168,200.86487173983886,199.14034218411174,199.37387001537593,3598224
2021-09-13 08:52:47.134263,201.05448094216285,205.36194980869743,199.32814636085664,201.5547871475621,4471998
2021-09-14 08:52:47.134263,202.42462267640005,205.45628978682254,200.4378585704061,202.85273819312798,4312743
2021-09-15 08:52:47.134263,203.80499457411682,206.7096655579337,200.4135381722108,203.97042777403382,3504218
2021-09-16 08:52:47.134263,206.65705335385138,208.08421580869424,203.1144871738689,205.48571677777375,1301114
2021-09-21 08:52:47.134263,206.3109126840573,208.21470411391113,202.91725112337048,205.13384081276257,2029916
2021-09-23 08:52:47.134263,210.74594223000895,211.12267906847893,207.57986848916323,209.95594224031885,2040192
2021-09-24 08:52:47.134263,211.78597505808904,213.2224736190617,208.199683394159,212.05060095892932,2540232
2021-09-27 08:52:47.134263,206.08811845784638,208.89375330751693,205.46273288065265,207.10429380928286,4771931
2021-09-28 08:52:47.134263,211.35851271482804,214.04347157038092,208.6832095943745,209.92734738546844,3441504
2021-09-30 08:52:47.134263,210.96653361957516,211.45600491925802,208.65097426206648,209.28487941799924,3841406
2021-10-01 08:52:47.134263,214.07399194900955,215.00759096945134,212.38472152287514,214.23905257864405,1450012
2021-10-04 08:52:47.134263,211.4082510587917,214.92267749991743,208.31798775114802,210.82972805789908,3943681
2021-10-06 08:52:47.134263,218.5936045856867,218.63040153798994,212.80427599817494,216.87974389741154,3556431
2021-10-07 08:52:47.134263,221.15680846739917,223.80881663592285,217.22299370121564,220.5539477087177,2363847
2021-10-08 08:52:47.134263,229.55301503813413,232.25842620062215,226.34402553106858,229.03112828878247,4990689
2021-10-11 08:52:47.134263,226.04535949292654,229.94943882863146,224.2435750625361,228.02161351139094,2054205
2021-10-12 08:52:47.134263,224.78098660158133,226.2555291537377,224.33790509380702,224.698261590973,2116521
2021-10-13 08:52:47.134263,219.26821800731878,222.56912474733025,218.70731777751035,220.81316380182966,4722689
2021-10-14 08:52:47.134263,218.35272301598368,218.46939162966876,214.5820913230463,217.32073738202476,1098577
2021-10-15 08:52:47.134263,217.14734792625717,217.98581388078816,213.49636559447595,217.09428174385002,3786755
2021-10-18 08:52:47.134263,219.4723306354596,220.79673350100663,215.25742547391516,218.68407174348823,3901305
2021-10-20 08:52:47.134263,221.89515573354058,225.03964792200568,219.5427386567105,223.7532383535405,4897757
2021-10-21 08:52:47.134263,224.89209621629794,226.86455897208538,223.36642065966396,223.92329928096532,4902407
2021-10-22 08:52:47.134263,228.57178868412896,235.01068999958053,226.50971263491027,230.54486385409336,1261107
2021-10-25 08:52:47.134263,227.47241513739638,232.2097991576734,224.98438348228117,229.4398308142824,4287357
2021-10-28 08:52:47.134263,242.251179593327,245.69376110160238,240.9116248087783,241.10588632299732,1513399
2021-10-29 08:52:47.134263,235.36963286983243,237.46605353092153,234.14836730169264,236.06246956812535,3600748
2021-11-01 08:52:47.134263,237.48801751310813,238.8974562746263,235.99613188492305,238.45837339972547,4929930
2021-11-02 08:52:47.134263,236.79792579775358,240.35747515615344,234.75366845885176,237.51187114034184,4647274
2021-11-03 08:52:47.134263,242.34625145281203,244.02856418837922,236.51066399806857,241.02229894285082,2756522
2021-11-04 08:52:47.134263,244.20965617484165,246.5812595870584,240.15118711441457,243.42402649674167,1159791
2021-11-05 08:52:47.134263,241.66001918837284,244.49176861966194,240.8503213828787,243.19117236670374,2449173
2021-11-08 08:52:47.134263,237.63509024372195,239.266400545984,235.3207227725797,239.1941128118908,4305561
2021-11-09 08:52:47.134263,230.20287790569876,236.54582082483918,227.65511578442877,232.06685910921092,3805996
2021-11-10 08:52:47.134263,230.8482127602529,231.2651284029867,230.0089130541741,230.11046608933566,2837374
2021-11-11 08:52:47.134263,235.40499409611635,237.33290673534404,229.5653696516471,234.16684783678272,1220406
2021-11-15 08:52:47.134263,227.34286843634894,232.34258285737326,225.8034131659079,229.54213476262407,2876099
2021-11-18 08:52:47.134263,227.41791628703214,231.08170518921162,226.34328926405377,228.3521286970146,2246611
2021-11-19 08:52:47.134263,230.40232248483693,233.13800842422546,226.21688422186756,229.16837386489982,3101273
2021-11-22 08:52:47.134263,230.12207982014212,233.89619981464986,227.80080198311808,229.5497499988529,1264221
2021-11-24 08:52:47.134263,224.80414534869885,226.83547904468648,223.4240492377344,226.13523495094816,2440239
2021-11-25 08:52:47.134263,227.0521465055918,233.10738686827293,224.65544655449958,228.7845653809664,2911469
2021-11-26 08:52:47.134263,234.39259220688058,237.29950981653877,232.0623317959255,233.85466582276032,2421135
2021-11-29 08:52:47.134263,240.21252567192306,243.11927390147494,237.86668427809522,238.90032369011092,3730046
2021-11-30 08:52:47.134263,233.10623490300168,233.37924818120692,230.37983137442907,232.43726069309798,3648928
2021-12-01 08:52:47.134263,228.33206481799513,230.87543835622034,227.97304827079748,228.19376965769922,3861289
2021-12-02 08:52:47.134263,228.5453671529627,233.89289839273155,226.87337587326658,230.65842332514816,2072572
2021-12-03 08:52:47.134263,235.32844001399533,236.31521289045943,229.29080673951862,233.1439336840912,2262673
2021-12-06 08:52:47.134263,237.07002286031064,237.58582830100517,232.8907219193283,235.66211052333887,1501004
2021-12-07 08:52:47.134263,252.8865878054021,254.0169854718595,252.14546780032398,253.93879826594898,3622039
2021-12-08 08:52:47.134263,259.431906032807,259.961026799596,252.8548629428437,256.96519266961906,1159188
2021-12-09 08:52:47.134263,263.46544603626273,264.26065033182846,260.01281836312177,262.92969213631403,3390729
2021-12-10 08:52:47.134263,268.5197785862744,270.4919287201364,263.6495813872291,268.07786478183755,4478783
2021-12-13 08:52:47.134263,273.0524265945453,276.9079542586898,268.27297289553604,271.704375229981,4563328
2021-12-14 08:52:47.134263,271.811375672486,272.2828312332088,265.8892443897294,270.1270267547113,2796151
2021-12-15 08:52:47.134263,275.22108933532473,278.9706528107957,271.0779880338255,274.3624522466924,2837214
2021-12-16 08:52:47.134263,268.24873999773956,271.2780447717137,268.0204424553352,270.25894905244365,1307876
2021-12-17 08:52:47.134263,268.24354190153883,272.7334026854193,263.95809812365854,269.1140315714975,3683060
2021-12-20 08:52:47.134263,268.9190778879627,271.8463347021479,263.7506148051057,266.63622576460057,4285037
2021-12-21 08:52:47.134263,265.734468031531,267.75068538411995,263.9724832207506,267.2061561077568,1978620
2021-12-22 08:52:47.134263,278.9944573915596,279.75612290271033,278.47612945352336,279.70957955186503,2685203
2021-12-23 08:52:47.134263,269.03762046449884,271.73977036520813,266.03254366399267,269.40359510300755,4355357
2021-12-24 08:52:47.134263,272.90478148671957,273.7420883242256,270.1122413541241,273.2359161498184,4508481
2021-12-27 08:52:47.134263,265.1570809175892,268.51933986615666,263.58148106826417,264.55949613681616,1972719
2021-12-28 08:52:47.134263,264.51813743299414,266.9904909074811,261.8822263363676,262.19469475240135,3202282
2021-12-29 08:52:47.134263,266.64605902911416,270.362799554768,264.79633078135726,268.0361334872236,1769972
2021-12-30 08:52:47.134263,266.48208972714025,269.9040966904684,264.4134863033071,268.51473890954384,1407515
2021-12-31 08:52:47.134263,261.27072379024077,265.1449445857483,260.1095509908491,262.8611891258624,4644482
2022-01-03 08:52:47.134263,261.2381751991342,262.98292610606615,258.0563731341955,259.232108048381,4282030
2022-01-06 08:52:47.134263,262.07382442809677,263.62256353522423,258.1268755287463,260.42819460993417,4374915
2022-01-07 08:52:47.134263,262.6806478946018,264.12190052693137,259.94366534776265,260.79577254706317,2752176
2022-01-11 08:52:47.134263,270.9500327112305,272.536033371325,267.61160958905964,268.69873214223674,3185905
2022-01-12 08:52:47.134263,270.8907494238297,272.7373541608473,270.1342056381308,272.2397462598618,1365412
2022-01-14 08:52:47.134263,262.247517287901,267.06057100029227,260.36659437650195,262.4546491358538,3329740
2022-01-17 08:52:47.134263,260.8844170216365,262.940339877301,256.4603059707984,259.11209777214884,1746360
2022-01-20 08:52:47.134263,259.9553332385758,260.25721052795996,254.79673000398378,259.1459590547037,1228009
2022-01-24 08:52:47.134263,266.79853459353916,267.87827160803994,263.86253325205365,266.55848844472933,4361392
2022-01-26 08:52:47.134263,260.94444959591556,261.05595402634503,258.3134317573752,258.68156500479756,1196018
2022-01-27 08:52:47.134263,254.0115316713026,260.1104928102581,253.41146102320496,256.35371385964385,3291081
2022-01-28 08:52:47.134263,251.43529979605276,256.20389022114705,250.26667316827135,253.13222321370685,4277982
2022-01-31 08:52:47.134263,260.2654667763761,265.7251504964879,257.59230743521755,262.1966564618021,2306955
2022-02-02 08:52:47.134263,259.5540566403319,262.82289689430115,252.96393900688676,257.9148256812497,3385385
2022-02-04 08:52:47.134263,274.09499214634354,278.47581996747135,273.52570659503573,274.0629120248723,1106433
2022-02-07 08:52:47.134263,281.7661294097203,284.46554319734656,279.61250750510857,279.85915219830804,3940914
2022-02-08 08:52:47.134263,272.75897855905066,276.55941269892327,270.4888556015764,271.494889963458,3502599
2022-02-09 08:52:47.134263,269.2285331420868,271.92939632532057,266.0892486565436,269.0012958818521,3323023
2022-02-10 08:52:47.134263,276.4504435244241,277.0571750599795,272.3888750913479,275.9518113477604,3966736
2022-02-11 08:52:47.134263,272.22964600039023,275.5417080773256,271.9359827013335,272.1841338359742,3700923
2022-02-14 08:52:47.134263,273.6238224981008,278.8181673730135,269.53838836413814,274.7362380354833,1823527
2022-02-15 08:52:47.134263,279.49299885489484,283.2495048128237,274.428534517625,279.1300070683681,2409924
2022-02-16 08:52:47.134263,275.13033981157884,276.95342014748053,272.4688905774944,274.09488989023276,1504440
2022-02-18 08:52:47.134263,256.9851438921227,258.188776172042,255.41575562974234,256.28655107107977,3704782
2022-02-21 08:52:47.134263,252.47564521508653,255.7892265663705,250.52628160525236,251.16395883546727,4434400
2022-02-23 08:52:47.134263,243.7188678339494,246.53244746689398,241.37678514542435,243.90639539082918,3513388
2022-02-25 08:52:47.134263,243.66897068055357,246.71452211948852,243.1555487529834,244.90978718815902,1422601
2022-02-28 08:52:47.134263,243.97686406548306,247.2259942336872,238.07025991363074,242.87681804994747,4251403
2022-03-01 08:52:47.134263,246.029759525571,246.88078584636128,240.29889833353607,243.63333356699763,3315025
2022-03-02 08:52:47.134263,248.76764830653164,254.72718134383717,246.0183251826604,250.7779945537061,3473140
2022-03-03 08:52:47.134263,243.22161082178235,245.91622625730847,243.0069053520579,243.70173093641594,4125848
2022-03-04 08:52:47.134263,250.99019361402614,252.6377261027143,247.58606061759176,249.49288219713733,3813108
2022-03-07 08:52:47.134263,248.19082944728444,250.90896236100812,246.898706901718,249.66869015598544,4337833
2022-03-08 08:52:47.134263,245.16228271770674,248.34772603015713,244.5165354651208,244.89248491538524,1224855
2022-03-09 08:52:47.134263,248.4309137384539,249.39297466290043,247.2575352456633,247.27824451985023,3990082
2022-03-10 08:52:47.134263,248.9625303278752,250.5847915534123,245.05581159173312,248.38634628363144,4403411
2022-03-11 08:52:47.134263,243.99684750238123,248.71737287474187,242.37712206667825,245.52882591486835,2144540
2022-03-14 08:52:47.134263,245.28286720131013,250.60075383014504,243.97332420888458,245.99435880730599,3561789
2022-03-16 08:52:47.134263,245.16383482543213,248.93779854070758,242.86341011908186,244.89823527311327,4831884
2022-03-18 08:52:47.134263,257.6005645411173,258.5381213671131,254.5440533205286,256.262919458786,3319171
2022-03-22 08:52:47.134263,262.1210585751417,262.4096107815307,260.3256613323844,260.83911890767246,3848880
2022-03-23 08:52:47.134263,249.29364749788945,253.30697801844838,245.98728092644288,250.78592123396896,1703561
2022-03-25 08:52:47.134263,252.54963220681674,255.70551869723923,249.52824492611097,253.21842891640006,2977483
2022-03-28 08:52:47.134263,253.88623850466269,259.49204849756575,253.16119218062352,254.76808451658127,4659339
2022-03-29 08:52:47.134263,249.95493309900178,252.2531863560528,249.7433090128656,251.7225892809578,1846857
2022-03-30 08:52:47.134263,249.82557728399644,254.63511406305417,249.61225521656448,250.80066914066,1576960
2022-03-31 08:52:47.134263,250.3247717058504,250.48885162816285,247.97134162222446,248.4531701892422,4035907
2022-04-01 08:52:47.134263,248.08728467671992,248.86765874210585,244.76922776990358,245.6488059291248,3002478
2022-04-04 08:52:47.134263,249.2873957998843,251.24660554481062,245.959000936757,249.94570514505128,4647140
2022-04-05 08:52:47.134263,251.5965139765856,252.65874739406644,248.4424967867907,251.85536774536854,1586458
2022-04-08 08:52:47.134263,255.24223365730862,255.71407633042378,250.06800170366049,254.7681390199662,1627041
2022-04-12 08:52:47.134263,261.9702059519749,267.05643737313,260.9560621018073,262.42881689053826,3374738
2022-04-13 08:52:47.134263,259.21919497215055,262.4132790832441,256.4018457219232,258.2089877004948,4019309
2022-04-14 08:52:47.134263,252.90720624276975,258.94550225180853,251.44787798637222,255.44521660797963,2237850
2022-04-18 08:52:47.134263,261.9277725862261,264.20629017189395,261.42255447607704,262.68697466432627,2621886
2022-04-19 08:52:47.134263,264.2542694530158,264.3362846531201,258.1147471403805,262.70850662197637,4936357
2022-04-20 08:52:47.134263,261.3117351525165,264.7733736480556,259.079662611088,263.45631890838564,2168995
2022-04-21 08:52:47.134263,270.79708200541296,273.10455378756643,269.10563610770083,270.32022487269757,2179268
2022-04-22 08:52:47.134263,267.15540815846083,270.1197220724769,265.12262133557556,267.2571107679668,2418192
2022-04-25 08:52:47.134263,271.08450727187244,272.2444856545907,268.10023776686637,270.3150526313553,3258376
2022-04-26 08:52:47.134263,267.0129003671571,271.2630082144961,264.08728224131096,269.35709580798414,2009290
2022-04-27 08:52:47.134263,268.7483183704851,272.76544058241365,267.3483597968517,268.3190948216227,4661159
2022-04-28 08:52:47.134263,274.6870761539879,278.68055586567704,269.9647354142185,274.3497105757566,2062742
2022-04-29 08:52:47.134263,279.3544428255062,280.7335390271066,277.1510382732389,279.01594016003173,4583262
2022-05-02 08:52:47.134263,284.2822701088345,288.8798371677995,279.5482046597557,283.69509124847104,1413900
2022-05-03 08:52:47.134263,292.27200228234886,296.79413237241613,288.7975828637481,291.24409738046717,3626250
2022-05-04 08:52:47.134263,293.29022378499457,293.41705218572787,288.1400873577176,291.5120643271145,4627942
2022-05-05 08:52:47.134263,294.2727953589631,297.7293704090375,290.71080756598343,295.6337707280021,1674997
2022-05-06 08:52:47.134263,295.8580274956978,296.91967465864235,289.21943858051173,293.9470809897007,4873307
2022-05-09 08:52:47.134263,295.98948323721896,301.57124121782937,290.87058764450705,295.99980959157665,2811533
2022-05-11 08:52:47.134263,293.48381576997633,296.7054635339782,291.9997635150336,296.0980600391149,3707280
2022-05-13 08:52:47.134263,296.6958981697553,298.27997614232027,292.56146734615334,295.01492098592195,1753210
2022-05-16 08:52:47.134263,308.78540933248325,310.60248437642616,304.13422974412947,307.5081377825808,2214940
2022-05-18 08:52:47.134263,294.40616233551424,299.3595881780025,291.2460338640127,294.30451510986524,1575471
2022-05-19 08:52:47.134263,300.90808948970266,305.34723005045817,295.26397456650074,301.2684125487982,1418641
2022-05-23 08:52:47.134263,309.09840529190836,315.4913326196301,305.9741290141974,310.1641743463782,4182313
2022-05-24 08:52:47.134263,313.8024169373837,318.9199853049795,311.728456553057,314.2170617552556,1565534
2022-05-27 08:52:47.134263,310.0447533728814,310.4293221994991,303.5620609965332,309.43686283595696,1788731
2022-05-30 08:52:47.134263,306.8402394521363,309.5154424149206,300.02818524478005,305.40080535451625,1390440
2022-06-01 08:52:47.134263,313.4409036508186,315.0619963690281,304.58675339678774,310.74911198870893,4694925
2022-06-02 08:52:47.134263,306.6458908571189,307.178139253679,304.50008737584625,305.7740361276545,4285885
2022-06-03 08:52:47.134263,303.4827430387082,304.67611560342675,301.8006967847462,303.96149422658794,2416258
2022-06-06 08:52:47.134263,307.4588845777164,307.6373833143537,302.51981083590545,306.6237802107967,3623283
2022-06-08 08:52:47.134263,296.20539686039825,302.7744489246633,295.98615618090594,298.48380618875194,3708497
2022-06-09 08:52:47.134263,299.5470529838816,304.48347394424974,297.940286137492,300.08778181995893,3730684
2022-06-10 08:52:47.134263,303.7584769448491,304.81524600104956,298.1250872160526,301.7080552097501,3514936
2022-06-13 08:52:47.134263,298.1057183241951,299.7642363275879,295.36018689460735,298.7999324464934,2064405
2022-06-14 08:52:47.134263,296.5600851847706,296.62927442046373,295.1781437321607,296.13440813474733,1156025
2022-06-16 08:52:47.134263,287.36012432679155,290.1436569369096,285.9839042183799,289.18501914233974,4563895
